player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jonas Sanker,151097,S,NO,17,22,0,58.3,0,0,20,1,0,55.6,62.5,89.5,56.8,73.7,31.1,0,1,0,2,53,17.7,17,4,1,60.9,14,0,0,268,1,525,976,4,0,0,4,0,649,972,2,449,54,14,57,3,24,1,1,179,47,12.8
Sam Roberts,156069,DI,ATL,5,4,0,,0,0,2,0,0,62.2,83.0,81.3,81.5,70.7,62.4,1,2,0,0,,5.9,1,0,0,0.0,0,1,0,0,0,0,102,102,74,27,0,1,0,0,41,61,0,5,12,1,0,4,0,0,0,
Joshua Williams,156083,CB,KC,4,0,0,,0,0,16,0,0,76.5,75.6,80.9,,60.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,15,10,17,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,
Jeremiah Pharms Jr.,156117,DI,NE,3,1,0,,0,0,19,0,0,,59.7,0.0,66.9,60.0,78.0,1,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,50,47,0,20,6,21,0,3,30,20,0,1,2,1,0,1,0,0,0,
Dondrea Tillman,156124,ED,DEN,17,10,1,50.0,1,0,10,0,0,58.4,68.5,71.5,62.3,72.4,52.3,4,15,0,2,13,18.8,6,0,1,25.0,4,5,0,1,0,39,419,417,0,0,417,0,0,2,218,162,0,14,16,0,8,24,0,40,20,10.0
Haggai Ndubuisi,156132,DI,HST,1,0,0,,0,0,13,0,0,,62.1,70.1,59.1,61.3,66.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,1,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,
Azareye'h Thomas,156277,CB,NYJ,8,2,0,48.0,0,0,22,0,0,55.5,55.1,82.8,60.0,52.2,33.5,0,0,0,0,44,21.7,5,3,3,84.9,12,0,0,31,260,159,311,1,0,0,1,0,4,310,1,151,15,4,16,2,25,0,1,177,59,14.8
Loren Strickland,156894,S,DET,1,1,0,100.0,0,0,11,0,0,73.5,78.0,69.4,,60.0,80.7,0,0,0,0,14,0.0,0,0,0,118.8,1,0,0,2,0,12,13,0,0,0,0,0,10,13,0,1,1,1,1,0,1,0,0,14,0,14.0
Benjamin Morrison,156968,CB,TB,10,3,0,57.5,2,0,30,1,0,50.0,47.0,84.3,47.9,35.4,40.3,0,2,0,0,72,21.2,7,3,4,110.8,23,0,0,31,311,241,360,0,0,0,0,0,0,360,2,117,18,9,23,2,40,2,3,344,118,15.0
Jihaad Campbell,157013,LB,PHI,16,13,0,75.0,0,1,24,1,0,78.6,76.1,65.8,60.2,69.6,76.8,2,12,0,1,72,7.4,6,2,2,97.3,24,0,0,514,3,368,711,150,0,0,150,0,2,561,57,286,41,21,62,3,32,14,1,271,185,11.3
Mykel Williams,157061,ED,SF,9,5,0,100.0,0,0,28,1,0,61.5,54.7,71.9,51.9,59.3,60.1,2,16,0,0,12,10.0,2,0,2,116.7,1,1,0,3,0,7,385,381,4,50,238,89,0,4,245,133,1,12,13,3,1,19,0,12,0,12.0
Malaki Starks,157069,S,BLT,17,17,0,65.9,0,1,3,0,0,63.4,67.9,69.8,56.9,79.9,60.1,1,3,0,2,47,13.3,12,1,1,99.7,27,0,0,251,9,699,1065,34,0,0,34,0,618,1031,12,354,153,19,61,1,41,4,3,381,102,14.1
Jalon Walker,157070,ED,ATL,15,6,1,87.5,0,2,2,1,0,43.8,71.6,71.6,67.0,81.3,66.2,4,19,0,0,19,9.1,3,0,1,151.6,7,6,0,8,0,50,492,483,0,0,483,0,0,9,282,160,1,17,24,1,8,29,1,87,33,12.4
Jordan Phillips,157619,DI,MIA,17,12,0,,0,0,17,0,0,62.7,55.7,87.0,55.3,53.4,31.1,1,6,0,0,,11.9,5,0,0,0.0,0,0,0,0,0,0,465,465,121,337,0,7,0,0,186,279,0,18,25,0,0,7,0,0,0,
Shemar James,157749,LB,DAL,13,22,0,94.6,0,1,9,0,0,41.1,40.1,83.2,71.3,38.5,70.2,4,2,0,0,27,8.9,7,0,0,131.1,35,2,0,459,7,288,542,26,0,0,26,0,2,516,43,211,48,18,50,1,37,8,3,332,222,9.5
Jacob Parrish,157777,CB,TB,17,8,0,77.9,0,0,30,1,0,65.7,68.5,59.2,60.2,78.5,45.5,1,6,0,2,52,17.7,14,3,3,104.8,60,2,0,119,127,500,747,3,0,0,3,0,1,744,30,217,496,28,57,5,77,9,3,665,351,11.1
Ollie Gordon II,157792,HB,MIA,1,0,0,,0,0,17,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Nick Emmanwori,158121,S,SEA,14,13,0,76.7,0,0,29,0,0,69.6,71.0,62.4,65.2,71.6,59.8,1,14,0,1,34,9.5,8,8,2,97.5,56,3,0,285,8,457,765,88,0,0,88,0,6,677,64,244,378,30,63,7,73,18,2,491,326,8.8
Mason Graham,158535,DI,CLV,17,10,2,0.0,0,0,8,0,0,67.5,68.7,88.7,62.2,62.4,39.1,4,31,0,0,,9.8,5,0,1,39.6,0,1,0,6,0,6,765,759,14,552,19,174,0,6,447,312,0,32,36,5,1,36,0,0,0,
Will Johnson,158536,CB,ARZ,12,12,0,67.8,0,1,1,0,0,60.7,60.8,58.2,,61.2,51.2,0,0,0,0,31,17.0,8,9,6,111.2,40,0,0,129,592,449,722,0,0,0,0,0,0,722,0,273,1,9,27,2,59,0,4,425,129,10.6
Walter Nolen,158666,DI,ARZ,6,2,2,,0,0,1,1,1,60.0,74.2,81.9,80.3,57.4,73.8,2,11,0,0,,11.1,1,0,0,0.0,0,2,0,0,0,0,169,169,2,102,8,57,0,0,99,70,0,5,6,2,0,15,0,0,0,
Shemar Stewart,158675,ED,CIN,8,2,0,,0,0,7,0,0,61.0,41.2,85.6,56.0,29.3,29.7,2,10,0,0,,25.0,3,0,0,0.0,0,1,0,0,0,1,280,280,4,57,179,40,0,0,181,98,0,5,7,1,0,13,0,0,0,
Travis Hunter,160766,WR,JAX,7,0,0,60.0,0,0,15,0,0,72.7,73.2,81.0,,69.0,69.6,0,0,0,0,17,6.7,1,2,3,78.8,9,0,0,5,151,120,162,0,0,0,0,0,0,162,0,42,6,1,14,0,15,0,0,96,37,10.7
Jamaree Caldwell,162505,DI,LAC,17,6,1,,0,1,27,0,0,55.3,63.0,72.0,55.8,67.2,29.3,0,12,0,0,,18.8,6,0,1,0.0,0,1,0,1,0,4,487,486,104,355,0,27,0,1,251,232,0,15,20,3,0,13,0,0,0,
Shavon Revel,162653,CB,DAL,7,9,0,67.7,1,0,9,0,0,34.6,35.2,31.4,,48.1,38.1,0,0,0,0,41,18.6,8,2,5,119.7,21,0,0,36,286,210,334,1,0,0,1,0,0,333,0,124,11,5,26,1,31,0,2,295,112,14.0
Kenneth Grant,162816,DI,MIA,17,4,1,100.0,0,0,17,0,0,58.9,48.5,87.6,57.6,41.1,56.3,3,23,0,0,6,6.7,2,0,0,91.7,1,3,0,0,0,4,554,554,60,428,12,54,0,0,332,218,0,20,24,1,1,29,0,6,1,6.0
Nic Scourton,162878,ED,CAR,17,12,0,100.0,1,1,5,0,0,81.0,68.1,78.5,60.7,63.3,43.7,3,23,0,0,6,20.0,10,0,1,81.9,3,8,0,12,0,61,717,701,0,5,677,19,0,16,351,305,4,23,28,5,3,34,0,11,17,3.7
James Pearce Jr.,163770,ED,ATL,17,3,1,80.0,0,1,2,1,0,41.4,56.1,53.1,64.2,51.2,51.0,3,31,0,0,19,29.4,5,1,3,115.0,4,11,0,1,0,34,593,591,0,0,589,2,0,2,360,199,1,16,9,0,5,45,0,58,54,14.5
Deone Walker,163783,DI,BUF,17,12,4,,0,0,4,1,0,56.5,57.5,72.8,71.5,49.2,51.7,2,12,0,0,,9.8,4,0,1,0.0,0,2,0,0,0,1,464,463,114,342,0,7,0,1,231,232,0,20,25,8,0,16,0,0,0,
Abdul Carter,164160,ED,NYG,17,9,0,100.0,2,2,21,2,0,68.1,74.7,25.5,84.5,54.4,29.7,18,43,0,0,27,21.7,10,0,7,118.8,2,5,0,97,0,34,844,740,0,4,708,28,0,104,507,303,7,20,27,6,2,66,0,38,20,19.0
Kevin Winston Jr.,164192,S,TEN,9,5,1,90.5,0,0,31,0,0,44.5,62.1,84.6,91.7,89.4,79.4,4,1,0,0,58,6.5,2,1,0,158.3,19,1,0,62,3,187,313,16,0,0,16,0,116,297,19,107,116,11,24,3,21,6,3,304,191,16.0
Levi Drake Rodriguez,165670,DI,MIN,16,11,0,,0,0,18,0,0,65.8,57.8,57.3,59.5,56.0,31.4,2,7,0,0,,15.2,7,0,2,0.0,0,2,0,1,0,3,461,459,71,367,0,21,0,2,175,283,0,22,28,7,0,11,0,0,0,
Kameron Johnson,165866,WR,TB,1,0,0,,0,0,30,0,0,,59.9,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Caleb Murphy,169634,ED,NYG,8,1,0,100.0,0,0,21,0,0,61.0,49.2,81.2,55.0,41.6,76.3,0,6,0,0,9,14.3,1,0,0,93.8,2,1,0,1,0,7,132,131,0,4,119,8,0,1,92,33,0,2,5,0,2,7,0,13,12,6.5
Qwan'tez Stiggers,169764,CB,NYJ,6,2,0,56.5,2,0,22,1,0,47.1,53.6,81.6,58.7,79.1,67.0,0,0,0,0,31,5.3,1,4,5,81.1,13,0,0,32,200,157,247,0,0,0,0,0,0,247,1,89,15,4,16,1,23,0,0,176,50,13.5
Nick Whiteside,169772,CB,DET,5,0,0,20.0,0,0,11,0,0,88.3,83.0,76.4,,51.0,49.9,0,0,0,0,22,16.7,1,3,0,85.0,1,0,0,6,41,41,51,0,0,0,0,0,0,51,0,10,4,3,5,0,5,0,1,22,24,22.0
C.J. Okoye,169780,DI,BLT,13,4,2,,1,0,3,0,0,,50.1,8.5,51.8,60.1,59.6,1,1,0,0,,6.7,1,0,3,0.0,0,0,0,0,0,0,214,214,63,123,3,25,0,0,110,104,0,6,10,0,0,2,0,0,0,
Trevor Nowaske,169859,ED,DET,10,3,0,100.0,0,0,11,1,0,64.3,64.9,80.9,57.1,68.2,57.4,1,2,0,0,19,16.7,1,0,0,118.8,1,1,0,18,0,22,74,53,0,0,53,0,0,21,36,16,3,3,2,1,1,4,0,19,3,19.0
T.J. Maguranyanga,197942,ED,WAS,1,1,0,,0,0,32,0,0,,59.1,72.3,53.2,63.7,70.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,7,4,0,0,0,0,0,0,0,0,0,
